Mã SV,Mã HP,Time slot
B938239488,N12203E1,12
B938327453,N12203E1,12
B938352754,N12203E1,12
B938450522,N12203E1,12
B938490713,M3B055E1,12
B938565136,N12203E1,12
B938715351,N12203E1,12
B938742911,N12203E1,12
B939834862,N12203E1,12
B939968086,N12203E1,12
B940011762,C81HDAE1,12
B940012046,C81HDAE1,12
B940012275,C81HDAE1,12
B940012323,N11102E1,12
B940012655,N11102E1,12
B940012747,C81HDAE1,12
B940012781,N11102E1,12
B940012884,K1APADE1,12
B940013087,N11102E1,12
B940013386,C81HDAE1,12
B940013423,C81HDAE1,12
B940013548,K1APADE1,12
B940013652,C81HDAE1,12
B940014051,C81HDAE1,12
B940014084,N11102E1,12
B940014109,N11102E1,12
B940014648,N11102E1,12
B940014718,C81HDAE1,12
B940014785,K1APADE1,12
B940014844,K1APADE1,12
B940014903,K1APADE1,12
B940014925,K1APADE1,12
B940015058,K1APADE1,12
B940015173,C81HDAE1,12
B940015195,N11102E1,12
B940015416,C81HDAE1,12
B940015450,N11102E1,12
B940015494,N11102E1,12
B940015586,K1APADE1,12
B940015612,K1APADE1,12
B940015704,C81HDAE1,12
B940015760,N11102E1,12
B940015807,K1APADE1,12
B940016103,K1APADE1,12
B940016653,N11102E1,12
B940016664,N11102E1,12
B940016804,N11102E1,12
B940016848,C81HDAE1,12
B940016859,C81HDAE1,12
B940016963,N11102E1,12
B940016985,K1APADE1,12
B940017340,K1APADE1,12
B940017605,N11102E1,12
B940017616,N11102E1,12
B940017708,N11102E1,12
B940017786,K1APADE1,12
B940018037,N11102E1,12
B940018093,C81HDAE1,12
B940018129,K1APADE1,12
B940018314,N11102E1,12
B940018679,C81HDAE1,12
B940018864,N11102E1,12
B940018934,N11102E1,12
B940019023,N11102E1,12
B940019218,N11102E1,12
B940019414,N11102E1,12
B940019849,K1APADE1,12
B940020351,N11102E1,12
B940020384,N11102E1,12
B940020443,N11102E1,12
B940020616,LKA1IAE1,12
B940020834,C81HDAE1,12
B940020845,N11102E1,12
B940020856,C81HDAE1,12
B940020889,K1APADE1,12
B940020937,N11102E1,12
B940021152,N11102E1,12
B940021288,N11102E1,12
B940021440,N11102E1,12
B940021624,C81HDAE1,12
B940022207,N11102E1,12
B940022300,N11102E1,12
B940022399,N11102E1,12
B940022403,N11102E1,12
B940022517,N11102E1,12
B940022584,N11102E1,12
B940022861,C81HDAE1,12
B940023101,N11102E1,12
B940023204,K1APADE1,12
B940023684,N11102E1,12
B940023765,K1APADE1,12
B940023891,C81HDAE1,12
B940024083,N11102E1,12
B940024153,N11102E1,12
B940024393,C81HDAE1,12
B940025079,K1APADE1,12
B940025275,K1APADE1,12
B940025378,N11102E1,12
B940025404,N11102E1,12
B940025758,V11105E1,12
B940025828,N11102E1,12
B940025840,C81HDAE1,12
B940025862,N11102E1,12
B940025921,C81HDAE1,12
B940026010,C81HDAE1,12
B940026021,N11102E1,12
B940026179,K1APADE1,12
B940026490,N11102E1,12
B940026559,N11102E1,12
B940026560,N11102E1,12
B940026607,N11102E1,12
B940026663,K1APADE1,12
B940027213,K1APADE1,12
B940027305,C81J4AE2,12
B940027338,C81HDAE1,12
B940027626,N11102E1,12
B940027637,K1APADE1,12
B940028139,C81HDAE1,12
B940028531,C81HDAE1,12
B940028667,N11102E1,12
B940028852,N11102E1,12
B940029011,N11102E1,12
B940029022,K1APADE1,12
B940029240,N11102E1,12
B940029505,K1APADE1,12
B940029664,N11102E1,12
B940029675,K1APADE1,12
B940029826,K1APADE1,12
B940029837,N11102E1,12
B940029882,N11102E1,12
B940030062,N11102E1,12
B940030408,N11102E1,12
B940030486,K1APADE1,12
B940030671,N11102E1,12
B940031014,K1APADE1,12
B940031025,N11102E1,12
B940031058,C81HDAE1,12
B940031357,K1APADE1,12
B940031427,N11102E1,12
B940031612,N11102E1,12
B940031944,C81HDAE1,12
B940031999,N11102E1,12
B940032033,K1APADE1,12
B940032099,N11102E1,12
B940032125,N11102E1,12
B940032136,C81HDAE1,12
B940032228,N11102E1,12
B940032239,N11102E1,12
B940032309,N11102E1,12
B940032354,K1APADE1,12
B940032365,N11102E1,12
B940032505,N11102E1,12
B940032583,N11102E1,12
B940032664,K1APADE1,12
B940032918,K1APADE1,12
B940032963,N11102E1,12
B940032985,N11102E1,12
B940033476,C81HDAE1,12
B940033627,C81HDAE1,12
B940033801,C81HDAE1,12
B940033889,N1A104E1,12
B940033959,N11102E1,12
B940033993,C81HDAE1,12
B940034303,C81HDAE1,12
B940034439,C81HDAE1,12
B940034657,N11102E1,12
B940034794,N11102E1,12
B940034875,K1APADE1,12
B940035089,N11102E1,12
B940035322,N11102E1,12
B940035562,C81HDAE1,12
B940035632,C81HDAE1,12
B940035654,C81HDAE1,12
B940035735,K1APADE1,12
B940035757,K1APADE1,12
B940036042,N11102E1,12
B940036189,K1APADE1,12
B940036190,C81HDAE1,12
B940036307,N11102E1,12
B940036330,N11102E1,12
B940036411,C81J2AE1,12
B940036422,K1APADE1,12
B940036455,N11102E1,12
B940036569,N11102E1,12
B940036570,N11102E1,12
B940036581,N11102E1,12
B940036846,C81HDAE1,12
B940036927,N11102E1,12
B940036961,K1APADE1,12
B940037027,C81HDAE1,12
B940037050,C81J4AE2,12
B940037186,K1APADE1,12
B940037290,C81HDAE1,12
B940037418,N11102E1,12
B940037500,C81HDAE1,12
B940037533,C81HDAE1,12
B940037544,K1APADE1,12
B940037658,K1APADE1,12
B940037717,N11102E1,12
B940037784,N11102E1,12
B940037795,N11102E1,12
B940037902,C81HDAE1,12
B940038057,K1APADE1,12
B940038091,K1APADE1,12
B940038172,N11102E1,12
B940038183,L11130E1,12
B940038275,N11102E1,12
B940038323,C81HDAE1,12
B940038529,K1APADE1,12
B940038552,N11102E1,12
B940038633,C81HDAE1,12
B940038840,N11102E1,12
B940038895,N11102E1,12
B940039032,C81HDAE1,12
B940042696,C81HDAE1,12
B940044081,N1A104E1,12
B940044922,N12203E1,12
B940045066,N12203E1,12
B940045217,C81HDAE1,12
B940045239,N12203E1,12
B940045952,N12203E1,12
B940046502,N11102E1,12
B940046786,N1A104E1,12
B940046856,M3B055E1,12
B940046971,N11102E1,12
B940047004,N11102E1,12
B940047037,N11102E1,12
B940047060,N11102E1,12
B940047071,N11102E1,12
B940047093,N11102E1,12
B940047130,N11102E1,12
B940047152,N11102E1,12
B940047174,N11102E1,12
B940047266,C81HDAE1,12
B940047462,M3B055E1,12
B940047554,N1A104E1,12
B940047808,K1APADE1,12
B940047831,V11105E1,12
B940047990,K1APADE1,12
B940048001,K1APADE1,12
B940048399,V72119E1,12
B940048447,N12203E1,12
B940048481,M3B055E1,12
B940048506,N12203E1,12
B940048540,M3B055E1,12
B940049329,M3B055E1,12
B940051193,K1APADE1,12
B940051218,C81HDAE1,12
B940051229,C81HDAE1,12
B940054781,K4P100E1,12
B940054828,K4P100E1,12
B940054862,K4P100E1,12
B940054884,K4P100E1,12
B940054910,K4P100E1,12
B940054987,K4P100E1,12
B940055098,K4P100E1,12
B940055135,K4P100E1,12
B940055249,K4P100E1,12
B940055342,K4P100E1,12
B940055364,K4P100E1,12
B940055397,K4P100E1,12
B940055423,K4P100E1,12
B940055445,K4P100E1,12
B940055548,K4P100E1,12
B940056165,K1APADE1,12
B945245557,L11130E1,12
D916482246,F311Z1E1,12
D916483667,LKA1IAE1,12
D916502005,C12338E1,12
D917411906,J5CMUSE1,12
D920081152,N1A104E1,12
D920086179,V73MD1E1,12
D920242384,J5CMUSE1,12
D920255753,V73MD1E1,12
D920256211,V73MD1E1,12
D920370333,J5CMUSE1,12
D920416170,F12O02E1,12
D920533651,J5CMUSE1,12
D920536261,V73MD1E1,12
D920537637,C12338E1,12
D920558447,J5CMUSE1,12
D920636804,F311Z1E1,12
D920709717,J5CMUSE1,12
D920719820,J5CMUSE1,12
D920856402,J5CMUSE1,12
D921214465,J5CMUSE1,12
D921528731,N1A104E1,12
D921674496,C81HDAE1,12
D922329740,J5CMUSE1,12
D922734324,J5CMUSE1,12
D926124343,F12O02E1,12
D927239503,N1A104E1,12
D930091125,C12338E1,12
D930118628,C12338E1,12
D930287186,F12O02E1,12
D935011586,F12O02E1,12
D935025790,C12338E1,12
D935063024,C12338E1,12
D935064973,F12O02E1,12
D935066737,F12O02E1,12
D935068476,F12O02E1,12
D935078143,F12O02E1,12
D935099768,F12O02E1,12
D935107731,C12338E1,12
D935116146,F12O02E1,12
D935121140,F12O02E1,12
D935122550,F12O02E1,12
D935130599,F12O02E1,12
D935130603,F12O02E1,12
D935149030,F12O02E1,12
D935171499,F12O02E1,12
D935180642,F12O01E1,12
D935182602,F12O02E1,12
D935184868,F12O02E1,12
D935197754,F12O02E1,12
D935209817,F12O02E1,12
D935211083,F12O01E1,12
D935213146,F12O02E1,12
D935228081,F12O02E1,12
D935236271,F12O02E1,12
D935237681,F12O02E1,12
D935239386,F12O02E1,12
D935241286,F12O02E1,12
D935244195,C12338E1,12
D935246018,F12O01E1,12
D935254024,C12338E1,12
D935261594,F12O02E1,12
D935264218,F12O02E1,12
D935279821,F12O02E1,12
D935287631,F12X05E1,12
D935294695,C12338E1,12
D935296976,C12338E1,12
D935301225,N1A104E1,12
D935307179,N12203E1,12
D935318957,F12O02E1,12
D935324914,N11102E1,12
D935327937,C12338E1,12
D935331211,C12338E1,12
D935341988,F12O02E1,12
D935344750,C12338E1,12
D935348633,F12O02E1,12
D935349685,F12O02E1,12
D935350131,F12O02E1,12
D935351013,F12O02E1,12
D935358023,F12O02E1,12
D935359824,F12O02E1,12
D935361344,F12O01E1,12
D935379578,F12O01E1,12
D935391525,F12O02E1,12
D935393231,C12338E1,12
D935397675,F12O02E1,12
D935402957,F12O02E1,12
D935409554,F12O02E1,12
D935411199,F12O02E1,12
D935415968,C12338E1,12
D935418235,F12O02E1,12
D935421512,F12O02E1,12
D935423860,C12338E1,12
D935427640,F12O02E1,12
D935440650,C12338E1,12
D935442931,F12O02E1,12
D935460175,F12O02E1,12
D935461127,F12O02E1,12
D935463280,F12O02E1,12
D935479317,F12O02E1,12
D935492648,F12O02E1,12
D935497964,C12338E1,12
D935506727,F12O02E1,12
D935508396,F12O02E1,12
D935524765,F12O02E1,12
D935529081,F12O02E1,12
D935530984,F12O02E1,12
D935534443,F12O02E1,12
D935536090,F12O02E1,12
D935537503,F12O02E1,12
D935539758,F12O02E1,12
D935552964,C81HDAE1,12
D935567474,C81HDAE1,12
D935574335,N12203E1,12
D935575099,F12O01E1,12
D935576410,F12O01E1,12
D935599752,F12O01E1,12
D935612925,F12O01E1,12
D935621396,F12O01E1,12
D935625501,F12O02E1,12
D935644797,F12O02E1,12
D935650411,C12338E1,12
D935650754,F12X05E1,12
D935660030,F12O02E1,12
D935666412,F12O02E1,12
D935667202,F12O02E1,12
D935695021,F12O02E1,12
D935697324,F12O01E1,12
D935711974,C12338E1,12
D935716094,F12O02E1,12
D935719279,F12O01E1,12
D935730746,F311Z1E1,12
D935748132,F12O02E1,12
D935751833,C12338E1,12
D935755130,C12338E1,12
D935764062,F12O02E1,12
D935767708,F12O02E1,12
D935770524,F12O02E1,12
D935770535,F12O02E1,12
D935777257,F12O02E1,12
D935793659,F12O02E1,12
D935807576,F12O02E1,12
D935815146,N12203E1,12
D935820645,F12O02E1,12
D935867802,F12O02E1,12
D935872817,F12O02E1,12
D935873043,F12O02E1,12
D935875449,F12O02E1,12
D935877616,F12X05E1,12
D935901335,F12O02E1,12
D935910108,F12O02E1,12
D935911297,F12O02E1,12
D935921986,F12X05E1,12
D935937909,C12338E1,12
D935940264,F12O02E1,12
D935943210,C12338E1,12
D935956081,F12O01E1,12
D935984796,F12O02E1,12
D935991657,F12O02E1,12
D936005360,F12O02E1,12
D936040811,C12338E1,12
D936075042,F12O01E1,12
D936080932,F12O02E1,12
D936082154,F12O02E1,12
D936097468,C12338E1,12
D936102658,F12O02E1,12
D936142506,C12338E1,12
D936150165,F12O02E1,12
D936151999,F12O02E1,12
D936155012,F12X05E1,12
D936162906,F12O02E1,12
D936194217,F12X05E1,12
D936223942,F12O01E1,12
D936242806,C81HDAE1,12
D936243803,C12338E1,12
D936254658,F311Z1E1,12
D936263627,F12O02E1,12
D936265078,C12338E1,12
D936293576,F12O02E1,12
D936293738,C12338E1,12
D936349471,F12O01E1,12
D936409487,F12O02E1,12
D936412214,F12O02E1,12
D936426794,F12O02E1,12
D936435246,C12338E1,12
D936462345,C12338E1,12
D936463423,F12O02E1,12
D936521228,F12O01E1,12
D936536037,C12338E1,12
D936542832,F12O02E1,12
D936544098,C12338E1,12
D936579805,N11102E1,12
D936582296,C12338E1,12
D936588287,C12338E1,12
D936594587,F12O02E1,12
D936595274,F12O02E1,12
D936595296,C12338E1,12
D936663920,F12O01E1,12
D936667870,C12338E1,12
D936687845,F12O02E1,12
D936711922,F12X05E1,12
D936723981,F12O02E1,12
D936727565,F12O02E1,12
D936736914,C12338E1,12
D936818036,F12O02E1,12
D936859394,F12O02E1,12
D936870425,C12338E1,12
D936905336,C12338E1,12
D936951621,C12338E1,12
D936975834,C12338E1,12
D937064348,C12338E1,12
D937077245,F12O02E1,12
D937136151,C12338E1,12
D937275069,C12338E1,12
D937347986,F12O02E1,12
D937435146,F12O02E1,12
D937506103,F311Z1E1,12
D937527670,F12O01E1,12
D937527681,F12O01E1,12
D937555581,C12338E1,12
D937572142,F12O02E1,12
D937604926,C12338E1,12
D937628900,F12X05E1,12
D937860968,C12338E1,12
D937952894,F12X05E1,12
D938027472,C12338E1,12
D938028136,F12O02E1,12
D938030173,F12O02E1,12
D938280321,C12338E1,12
D938475363,C12338E1,12
D938482992,C12338E1,12
D938686110,C12338E1,12
D939833016,C12338E1,12
D939969784,F12O02E1,12
D940011201,C81J2AE1,12
D940011267,C81HDAE1,12
D940011588,F311Z1E1,12
D940011692,C81HDAE1,12
D940011854,F311Z1E1,12
D940011887,F311Z1E1,12
D940011902,F311Z1E1,12
D940012138,C81HDAE1,12
D940012345,F311Z1E1,12
D940012828,F311Z1E1,12
D940012998,F311Z1E1,12
D940013032,F311Z1E1,12
D940013113,L11130E1,12
D940013124,C81HDAE1,12
D940013168,N11102E1,12
D940013261,N11102E1,12
D940013320,C81J2AE1,12
D940013571,F311Z1E1,12
D940013696,N11102E1,12
D940013847,C81HDAE1,12
D940013906,C81J2AE1,12
D940013984,F311Z1E1,12
D940014110,C81HDAE1,12
D940014154,C81HDAE1,12
D940014305,F311Z1E1,12
D940014501,F311Z1E1,12
D940014545,F311Z1E1,12
D940014590,F311Z1E1,12
D940014729,F311Z1E1,12
D940014855,L11130E1,12
D940014888,F311Z1E1,12
D940015070,N11102E1,12
D940015139,N11102E1,12
D940015209,L11130E1,12
D940015232,L11130E1,12
D940015276,C81J2AE1,12
D940015391,N11102E1,12
D940015449,N11102E1,12
D940015564,F311Z1E1,12
D940015678,F311Z1E1,12
D940015896,F311Z1E1,12
D940016387,F311Z1E1,12
D940016435,C81J4AE2,12
D940016457,C81J4AE2,12
D940016516,F311Z1E1,12
D940016631,C81J4AE2,12
D940016723,F311Z1E1,12
D940016767,F311Z1E1,12
D940016789,C81HDAE1,12
D940016974,N11102E1,12
D940016996,N11102E1,12
D940017085,F311Z1E1,12
D940017188,F311Z1E1,12
D940017384,F311Z1E1,12
D940017410,F311Z1E1,12
D940017421,C81J2AE1,12
D940017524,F311Z1E1,12
D940017568,C81J2AE1,12
D940017742,F311Z1E1,12
D940017801,F311Z1E1,12
D940017845,F311Z1E1,12
D940017982,F311Z1E1,12
D940018060,N1A104E1,12
D940018071,F311Z1E1,12
D940018288,F311Z1E1,12
D940018299,N11102E1,12
D940018428,F311Z1E1,12
D940018473,F311Z1E1,12
D940018484,F311Z1E1,12
D940018495,F311Z1E1,12
D940018521,F311Z1E1,12
D940018808,F311Z1E1,12
D940018820,F311Z1E1,12
D940018989,F311Z1E1,12
D940019045,F311Z1E1,12
D940019137,C81HDAE1,12
D940019241,F311Z1E1,12
D940019252,N1A104E1,12
D940019377,F311Z1E1,12
D940019436,F311Z1E1,12
D940019469,F311Z1E1,12
D940019551,F311Z1E1,12
D940019654,F311Z1E1,12
D940019757,F311Z1E1,12
D940019872,C81HDAE1,12
D940019920,F311Z1E1,12
D940019986,C81HDAE1,12
D940020074,C81HDAE1,12
D940020096,F311Z1E1,12
D940020122,F311Z1E1,12
D940020177,C81HDAE1,12
D940020317,F311Z1E1,12
D940020328,L11130E1,12
D940020362,F311Z1E1,12
D940020476,F311Z1E1,12
D940020502,C81HDAE1,12
D940020535,F311Z1E1,12
D940020638,F311Z1E1,12
D940020708,N11102E1,12
D940020797,F311Z1E1,12
D940020823,C81J2AE1,12
D940020960,C81HDAE1,12
D940020971,F311Z1E1,12
D940021185,C81J2AE1,12
D940021347,F311Z1E1,12
D940021428,C81HDAE1,12
D940021521,F311Z1E1,12
D940021602,F311Z1E1,12
D940021679,C81HDAE1,12
D940021761,N11102E1,12
D940021901,F311Z1E1,12
D940021956,C81HDAE1,12
D940022023,F311Z1E1,12
D940022104,C81HDAE1,12
D940022193,F311Z1E1,12
D940022296,C81HDAE1,12
D940022322,F311Z1E1,12
D940022355,F311Z1E1,12
D940022458,F311Z1E1,12
D940022492,N11102E1,12
D940022724,C81HDAE1,12
D940022953,N1A104E1,12
D940022997,F311Z1E1,12
D940023569,F311Z1E1,12
D940023592,F311Z1E1,12
D940023617,F311Z1E1,12
D940023743,F311Z1E1,12
D940023798,N11102E1,12
D940024005,F311Z1E1,12
D940024315,F311Z1E1,12
D940024348,F311Z1E1,12
D940024360,N11102E1,12
D940024418,C81HDAE1,12
D940024555,C81HDAE1,12
D940024692,F311Z1E1,12
D940024717,F311Z1E1,12
D940024762,N11102E1,12
D940024887,F311Z1E1,12
D940024898,F311Z1E1,12
D940024924,N11102E1,12
D940025286,F311Z1E1,12
D940025297,F311Z1E1,12
D940025389,F311Z1E1,12
D940025390,C81HDAE1,12
D940025460,C81HDAE1,12
D940025507,F311Z1E1,12
D940025518,C81HDAE1,12
D940025622,C81HDAE1,12
D940025839,F311Z1E1,12
D940026102,F311Z1E1,12
D940026272,N11102E1,12
D940026386,F311Z1E1,12
D940026401,F311Z1E1,12
D940026478,F311Z1E1,12
D940026629,F311Z1E1,12
D940026696,F311Z1E1,12
D940026700,F311Z1E1,12
D940026711,F311Z1E1,12
D940026744,F311Z1E1,12
D940026858,C81HDAE1,12
D940026928,C81J2AE1,12
D940026973,F311Z1E1,12
D940027040,F311Z1E1,12
D940027095,F311Z1E1,12
D940027442,F311Z1E1,12
D940027453,F311Z1E1,12
D940027534,N11102E1,12
D940027752,C81HDAE1,12
D940027800,N11102E1,12
D940027936,F311Z1E1,12
D940028140,F311Z1E1,12
D940028276,C81HDAE1,12
D940028298,N1A104E1,12
D940028368,F311Z1E1,12
D940028450,C81HDAE1,12
D940028461,F311Z1E1,12
D940028494,F311Z1E1,12
D940028601,C81J2AE1,12
D940028623,F311Z1E1,12
D940028678,N11102E1,12
D940028841,N11102E1,12
D940028922,C81HDAE1,12
D940028977,C81HDAE1,12
D940028999,F311Z1E1,12
D940029033,C81HDAE1,12
D940029044,C81HDAE1,12
D940029310,F311Z1E1,12
D940029376,C81J2AE1,12
D940029468,N11102E1,12
D940029583,F311Z1E1,12
D940029608,C81HDAE1,12
D940029619,C81J4AE2,12
D940029653,C81HDAE1,12
D940029893,F311Z1E1,12
D940029952,C81J2AE1,12
D940030213,F311Z1E1,12
D940030257,N11102E1,12
D940030372,C81J4AE2,12
D940030442,F311Z1E1,12
D940030464,N11102E1,12
D940030578,C81HDAE1,12
D940030660,F311Z1E1,12
D940030682,F311Z1E1,12
D940030741,C81HDAE1,12
D940031069,F311Z1E1,12
D940031070,F311Z1E1,12
D940031117,F311Z1E1,12
D940031243,C81HDAE1,12
D940031324,C81J4AE2,12
D940031379,C81HDAE1,12
D940031494,F311Z1E1,12
D940031656,F311Z1E1,12
D940032181,C81HDAE1,12
D940032240,F311Z1E1,12
D940032538,F311Z1E1,12
D940032723,C81HDAE1,12
D940033096,C81HDAE1,12
D940033188,C81HDAE1,12
D940033373,C81HDAE1,12
D940033535,F311Z1E1,12
D940033731,L11130E1,12
D940033764,C81HDAE1,12
D940033904,C81HDAE1,12
D940033971,N11102E1,12
D940034211,N11102E1,12
D940034406,F311Z1E1,12
D940034602,F311Z1E1,12
D940035506,N11102E1,12
D940035621,F311Z1E1,12
D940035676,F311Z1E1,12
D940035702,N11102E1,12
D940036123,F311Z1E1,12
D940036156,F311Z1E1,12
D940036329,C81HDAE1,12
D940037681,F311Z1E1,12
D940037739,C81HDAE1,12
D940037810,C81HDAE1,12
D940038459,N11102E1,12
D940038507,F311Z1E1,12
D940038644,N11102E1,12
D940038976,N1A104E1,12
D940039021,C81HDAE1,12
D940039113,F311Z1E1,12
D940039124,F311Z1E1,12
D940042593,V11105E1,12
D940043291,Q33307E1,12
D940054286,N11102E1,12
D940054312,F311Z1E1,12
D940054574,F311Z1E1,12
D940054998,F311Z1E1,12
D940055021,N11102E1,12
D940055157,F311Z1E1,12
D940055179,F311Z1E1,12
D940330102,N11102E1,12
D943759461,C81HDAE1,12
D945126005,N11102E1,12
D945218986,C81HDAE1,12
D945293031,C81HDAE1,12
D945321253,C81HDAE1,12
D945324047,C81HDAE1,12
D945450368,C81HDAE1,12
D945693389,C81J2AE1,12
D945767370,N11102E1,12
D945865609,F311Z1E1,12
D946113020,F311Z1E1,12
D946202852,N11102E1,12
D946225493,N11102E1,12
D946363005,C81HDAE1,12
F891232849,J5CMUSE1,12
F903424033,J1C125E1,12
F904173905,J5CMUSE1,12
F904437449,J5CMUSE1,12
F905167240,H2CH05E1,12
F913254208,H2CH05E1,12
F913326022,J5CMUSE1,12
F913520239,H2CH05E1,12
F913617805,J1C125E1,12
F914528803,H2CH05E1,12
F916017211,H33CONE1,12
F916105688,H2CH05E1,12
F916139421,H2CH05E1,12
F916185244,N1A104E1,12
F916208174,H2CH05E1,12
F916255558,H2CH05E1,12
F916283610,H2CH05E1,12
F916328597,H2CH05E1,12
F916381536,H2CH05E1,12
F916389565,N1A104E1,12
F916412151,H2CH05E1,12
F916442206,H2CH05E1,12
F916450740,H2CH05E1,12
F916556743,H2CH05E1,12
F916616254,J5CMUSE1,12
F916633000,H2CH05E1,12
F916710208,H33CONE1,12
F916719120,H2CH05E1,12
F916770589,H2CH05E1,12
F916800956,N1A104E1,12
F916805940,H33CONE1,12
F916855015,H2CH05E1,12
F916866985,J5CMUSE1,12
F916876489,H2CH05E1,12
F916931364,H2CH05E1,12
F917034875,J5CMUSE1,12
F917050392,H2CH05E1,12
F917060759,H2CH05E1,12
F917212048,H33CONE1,12
F917390209,J5CMUSE1,12
F917427653,H2CH05E1,12
F917476097,H2CH05E1,12
F917545603,H2CH05E1,12
F917566295,H2CH05E1,12
F917722282,H2CH05E1,12
F918257721,H33CONE1,12
F920015272,H33CONE1,12
F920041743,H33CONE1,12
F920059357,H2CH05E1,12
F920060870,H2CH05E1,12
F920094521,H2CH05E1,12
F920109102,H2CH05E1,12
F920118643,H2CH05E1,12
F920124334,H33CONE1,12
F920138364,H2CH05E1,12
F920139811,H2CH05E1,12
F920141928,H33CONE1,12
F920168671,H2CH05E1,12
F920177053,H33CONE1,12
F920180709,H33CONE1,12
F920188808,H2CH05E1,12
F920199815,H33CONE1,12
F920202056,H2CH05E1,12
F920214440,H33CONE1,12
F920216134,H2CH05E1,12
F920230484,H33CONE1,12
F920236338,H2CH05E1,12
F920253726,H2CH05E1,12
F920283295,H2CH05E1,12
F920284546,H33CONE1,12
F920324842,J5CMUSE1,12
F920326101,H2CH05E1,12
F920329630,H33CONE1,12
F920352306,H33CONE1,12
F920361940,H2CH05E1,12
F920372201,H33CONE1,12
F920378797,H2CH05E1,12
F920389324,H2CH05E1,12
F920397606,H33CONE1,12
F920426489,H2CH05E1,12
F920433166,H33CONE1,12
F920442098,H33CONE1,12
F920454611,H33CONE1,12
F920485877,H2CH05E1,12
F920503447,H2CH05E1,12
F920511637,H2CH05E1,12
F920547898,J5CMUSE1,12
F920561285,H33CONE1,12
F920577194,H33CONE1,12
F920598317,H33CONE1,12
F920615706,H33CONE1,12
F920624742,H2CH05E1,12
F920631326,H33CONE1,12
F920634224,H2CH05E1,12
F920654060,J5CMUSE1,12
F920665804,J5CMUSE1,12
F920669514,J1B115E1,12
F920679188,J1C125E1,12
F920681941,H2CH05E1,12
F920686186,H2CH05E1,12
F920688168,J5CMUSE1,12
F920688869,H33CONE1,12
F920692903,H33CONE1,12
F920699913,H33CONE1,12
F920707001,H33CONE1,12
F920746941,J5CMUSE1,12
F920797781,H2CH05E1,12
F920814457,H2CH05E1,12
F920833746,H2CH05E1,12
F920852781,J5CMUSE1,12
F920863606,H2CH05E1,12
F920864865,H2CH05E1,12
F920866087,H2CH05E1,12
F920884793,H2CH05E1,12
F920885365,H2CH05E1,12
F920897966,H33CONE1,12
F920902433,H2CH05E1,12
F920902710,H33CONE1,12
F920904644,H33CONE1,12
F920914702,H2CH05E1,12
F920919992,H33CONE1,12
F920921629,H33CONE1,12
F920924398,H33CONE1,12
F920928204,H2CH05E1,12
F920930849,H2CH05E1,12
F920955370,H2CH05E1,12
F920961500,H33CONE1,12
F920963423,H33CONE1,12
F920967214,H33CONE1,12
F920987647,H33CONE1,12
F920999352,H2CH05E1,12
F921000916,H2CH05E1,12
F921001603,H2CH05E1,12
F921017903,H2CH05E1,12
F921026581,HG2J3AE1,12
F921027120,H2CH05E1,12
F921027957,H33CONE1,12
F921043407,H2CH05E1,12
F921059741,J1C125E1,12
F921106104,H2CH05E1,12
F921136400,H2CH05E1,12
F921169383,H2CH05E1,12
F921178503,H2CH05E1,12
F921190826,H33CONE1,12
F921221751,H2CH05E1,12
F921226099,HG2J3AE1,12
F921250968,J5CMUSE1,12
F921367277,J1C125E1,12
F921394985,HG2J3AE1,12
F921395856,H33CONE1,12
F921399485,H2CH05E1,12
F921405937,J5CMUSE1,12
F921418775,J5CMUSE1,12
F921442839,H33CONE1,12
F921475996,J5CMUSE1,12
F921524825,H33CONE1,12
F921529967,H2CH05E1,12
F921585206,H2CH05E1,12
F921606648,H2CH05E1,12
F921625580,H2CH05E1,12
F921655185,H33CONE1,12
F921667878,H33CONE1,12
F921744135,H2CH05E1,12
F921785079,H2CH05E1,12
F921821089,J5CMUSE1,12
F921852810,H33CONE1,12
F921853736,J5CMUSE1,12
F921858270,J5CMUSE1,12
F921872276,J5CMUSE1,12
F921924564,H33CONE1,12
F921945547,H33CONE1,12
F921956657,H33CONE1,12
F922035243,H2CH05E1,12
F922035379,J5CMUSE1,12
F922038680,H33CONE1,12
F922122875,J5CMUSE1,12
F922176649,H33CONE1,12
F922253571,H33CONE1,12
F922264728,J5CMUSE1,12
F922292721,H33CONE1,12
F922294714,H33CONE1,12
F922318755,H2CH05E1,12
F922371967,J5CMUSE1,12
F922571833,H2CH05E1,12
F922596973,J5CMUSE1,12
F922636671,J5CMUSE1,12
F922640748,H33CONE1,12
F922678822,H33CONE1,12
F922858767,J5CMUSE1,12
F922971262,J5CMUSE1,12
F922980954,H33CONE1,12
F922980965,J5CMUSE1,12
F922981401,J5CMUSE1,12
F923066066,H2CH05E1,12
F923158154,H33CONE1,12
F923358374,J5CMUSE1,12
F923401278,J1C125E1,12
F923552226,HG2J3AE1,12
F923660543,H33CONE1,12
F926120873,H33CONE1,12
F926128617,H33CONE1,12
F926165748,H2CH05E1,12
F926170546,H33CONE1,12
F926179929,H33CONE1,12
F926212400,J1C125E1,12
F926287844,H33CONE1,12
F926355899,H33CONE1,12
F926377374,J1C125E1,12
F926559394,H2CH05E1,12
F926563438,H33CONE1,12
F926689185,H33CONE1,12
F926827190,J5CMUSE1,12
F926887714,H33CONE1,12
F927037286,J1B115E1,12
